Water Pump ID,Water Source Type,Water Quality,Distance to Nearest Town,Population Served,Installation Year,Funder,Payment Type,Water Pump Age,Pump Type,GPS Coordinates,Functioning Status
WP208,Well,Clean,,24000.0,2017.0,,Free,7.0,Solar Pump,"(-21.928362282344153, 25.203154065332985)",Not Functioning
WP209,Well,Contaminated,52.0,25000.0,2007.0,Red Cross,Free,,Motorized Pump,"(-22.055433711232357, 22.14213152620244)",Functioning
WP210,Borehole,Contaminated,38.0,23000.0,2012.0,USAID,Free,,Hand Pump,,Not Functioning
WP211,Borehole,Contaminated,44.0,25000.0,2000.0,,Free,24.0,Hand Pump,"(-19.12034167193756, 27.06432527450668)",Functioning
,Well,Clean,55.0,25000.0,1994.0,Red Cross,Free,30.0,Motorized Pump,"(-18.91879620587124, 20.80805161826652)",Not Functioning
WP213,Well,Contaminated,31.0,23000.0,2008.0,Oxfam,Free,16.0,Solar Pump,"(-18.410515927652604, 19.33858516762404)",Not Functioning
WP214,River,Contaminated,44.0,21000.0,,USAID,Free,33.0,,"(-20.57857534435557, 20.881409990787773)",Functioning
WP215,Well,,53.0,25000.0,2010.0,USAID,Free,,,"(-22.04235428830754, 19.4842204968326)",Not Functioning
WP216,,Contaminated,,21000.0,2002.0,UNICEF,Pay per use,,Motorized Pump,"(-19.862590501408313, 20.531800620791707)",Not Functioning
WP217,Borehole,Clean,44.0,,1990.0,USAID,Pay per use,34.0,Motorized Pump,"(-20.827130123441922, 26.146393762968497)",Not Functioning
WP218,Well,Contaminated,52.0,23000.0,1994.0,Red Cross,Pay per use,30.0,Hand Pump,"(-19.733574891259202, 24.217165687550086)",Functioning
WP219,,Clean,34.0,22000.0,,Red Cross,Free,11.0,Motorized Pump,"(-20.533190739349326, 19.069189285582247)",
,,Contaminated,37.0,30000.0,1994.0,USAID,Free,30.0,Solar Pump,"(-22.217839944033265, 22.55340934500171)",Not Functioning
WP221,Well,Contaminated,37.0,25000.0,1991.0,,Free,33.0,Solar Pump,,Not Functioning
WP222,Well,Contaminated,34.0,30000.0,2017.0,USAID,Pay per use,7.0,Motorized Pump,"(-19.324212640127254, 23.323191126877834)",Not Functioning
WP223,Well,Contaminated,45.0,24000.0,2004.0,,Pay per use,20.0,Hand Pump,"(-19.894964021114102, 27.944602006277403)",Functioning
WP224,Lake,Clean,43.0,27000.0,2005.0,UNICEF,Pay per use,19.0,Solar Pump,"(-20.06242259172319, 25.855808299043062)",Not Functioning
,Well,,50.0,23000.0,1992.0,Oxfam,Free,32.0,Hand Pump,"(-18.948451631717308, 24.22092152625344)",Not Functioning
,Well,Contaminated,28.0,19000.0,,Oxfam,,15.0,Motorized Pump,,Functioning
WP227,Borehole,Contaminated,,,2015.0,USAID,Free,9.0,Motorized Pump,"(-17.555327681613257, 24.50450698059457)",Not Functioning
WP228,Well,Contaminated,46.0,21000.0,2014.0,,Free,10.0,Solar Pump,"(-18.98962436316535, 24.05350024013331)",Functioning
WP229,Well,,29.0,19000.0,2002.0,Red Cross,Free,22.0,Motorized Pump,"(-20.689462819688902, 20.704516144950947)",
WP230,Well,Contaminated,47.0,19000.0,2011.0,,,13.0,Solar Pump,,Not Functioning
WP231,Well,Contaminated,38.0,24000.0,1998.0,World Bank,Pay per use,26.0,Motorized Pump,"(-21.906471923633404, 22.833897406598915)",Not Functioning
WP232,Lake,,35.0,26000.0,2014.0,Red Cross,,10.0,Motorized Pump,"(-18.758162224739674, 20.21453928077244)",Not Functioning
WP233,Well,Contaminated,40.0,23000.0,1999.0,Red Cross,Free,25.0,Solar Pump,,Not Functioning
WP234,Well,Contaminated,40.0,18000.0,2018.0,,,6.0,Hand Pump,"(-23.43220723171634, 21.44157933264922)",
WP235,Well,Clean,37.0,24000.0,1991.0,UNICEF,,33.0,Solar Pump,,Not Functioning
WP236,Well,Clean,41.0,27000.0,1994.0,UNICEF,,30.0,Motorized Pump,"(-19.472611584285136, 26.607149936816988)",Functioning
WP237,Lake,Contaminated,51.0,26000.0,2018.0,Oxfam,Pay per use,6.0,Solar Pump,"(-20.336709951388414, 27.45867586182988)",Not Functioning
WP238,Well,Clean,45.0,21000.0,2002.0,USAID,Free,22.0,Solar Pump,,
WP239,Well,Clean,37.0,21000.0,2006.0,Red Cross,Free,18.0,,,Not Functioning
WP240,Borehole,Clean,31.0,17000.0,2007.0,,Free,17.0,Solar Pump,"(-21.62011285366148, 21.6513226713616)",Not Functioning
WP241,Lake,Contaminated,48.0,25000.0,2010.0,UNICEF,Free,14.0,Solar Pump,"(-23.432474995268944, 23.85600674908099)",
WP242,Well,Clean,39.0,22000.0,2000.0,,Free,24.0,Motorized Pump,"(-17.93158524789508, 27.59456720810283)",Not Functioning
WP243,Well,,45.0,,2013.0,USAID,Free,11.0,Motorized Pump,"(-23.088057991961033, 26.520056950025822)",Not Functioning
WP244,Well,Contaminated,42.0,19000.0,2016.0,USAID,Pay per use,8.0,,"(-20.803788523972564, 26.11545358104969)",Functioning
WP245,Lake,Clean,,22000.0,2004.0,Red Cross,,20.0,Motorized Pump,"(-22.255647770414914, 22.89566247177418)",Not Functioning
,Lake,Contaminated,44.0,25000.0,,UNICEF,Free,,Motorized Pump,"(-19.038093772278984, 25.532724006083725)",Not Functioning
WP247,Well,Contaminated,37.0,20000.0,1999.0,Oxfam,Free,25.0,,"(-23.456073699664998, 21.426253262390183)",Not Functioning
,Borehole,Clean,39.0,20000.0,1995.0,Red Cross,,29.0,Motorized Pump,,Functioning
WP249,Well,Contaminated,40.0,,2003.0,Red Cross,Pay per use,,Motorized Pump,"(-18.13474534403903, 26.06620357552988)",Functioning
WP250,,Clean,42.0,22000.0,2005.0,,Free,19.0,,,Not Functioning
WP251,River,Contaminated,44.0,21000.0,2012.0,Red Cross,Pay per use,12.0,Motorized Pump,,Not Functioning
,Well,Contaminated,38.0,21000.0,,Red Cross,Free,34.0,Motorized Pump,"(-21.595692291370693, 25.367833700558933)",Functioning
WP253,,,41.0,24000.0,1998.0,,,,Motorized Pump,"(-21.887092327773328, 27.124893442110757)",Not Functioning
WP254,Lake,Contaminated,36.0,23000.0,1993.0,Red Cross,Free,,Motorized Pump,"(-23.949326733941824, 23.05254981964159)",Not Functioning
WP255,Well,Contaminated,,21000.0,2005.0,Oxfam,Pay per use,19.0,Motorized Pump,,Functioning
WP256,Lake,Contaminated,44.0,,1991.0,USAID,,33.0,Solar Pump,,
WP257,,Contaminated,38.0,24000.0,,Red Cross,Free,23.0,Motorized Pump,"(-23.257154799563498, 21.311946556354584)",Not Functioning
WP258,Well,Contaminated,36.0,27000.0,2019.0,USAID,Free,5.0,Motorized Pump,"(-18.812710430642877, 24.689260162331877)",Not Functioning
WP259,Well,,37.0,30000.0,2001.0,UNICEF,Free,,Motorized Pump,"(-19.159942956174763, 24.23054168237624)",Not Functioning
WP260,Well,Clean,44.0,24000.0,2004.0,Red Cross,Free,20.0,Hand Pump,"(-20.742455517142368, 21.892688997225655)",Not Functioning
,Well,Clean,34.0,,2012.0,,Free,12.0,Motorized Pump,"(-19.02795004615062, 25.24773417333993)",Not Functioning
WP262,,Contaminated,48.0,22000.0,,USAID,Pay per use,22.0,Motorized Pump,"(-20.678617227337725, 20.047808371758446)",
WP263,Lake,Contaminated,45.0,21000.0,2009.0,Red Cross,Pay per use,15.0,Hand Pump,"(-20.860178506568523, 20.511440889259003)",Not Functioning
WP264,Lake,,46.0,25000.0,2002.0,Red Cross,Pay per use,22.0,Motorized Pump,"(-21.936656159954737, 25.61189569384024)",Not Functioning
WP265,Lake,Contaminated,39.0,22000.0,1994.0,World Bank,Pay per use,30.0,,"(-22.99253628894185, 23.701518733342716)",Not Functioning
WP266,Well,,35.0,26000.0,1991.0,,,33.0,Solar Pump,"(-23.141841557638493, 19.11085596581812)",
,Well,,41.0,26000.0,,USAID,Free,34.0,Motorized Pump,"(-21.909652799026716, 25.39186731774247)",Not Functioning
WP268,Well,,,28000.0,2012.0,USAID,Pay per use,12.0,Motorized Pump,"(-18.71154534116897, 27.635954047083857)",Functioning
WP269,Well,Contaminated,,23000.0,2000.0,USAID,Free,24.0,Motorized Pump,"(-19.04678576159658, 25.34776308576656)",Functioning
WP270,,Contaminated,44.0,24000.0,2002.0,,Pay per use,22.0,Solar Pump,"(-18.82145952302886, 24.759880262961076)",Not Functioning
WP271,Borehole,Contaminated,43.0,26000.0,2019.0,Red Cross,Pay per use,5.0,Solar Pump,"(-19.09986932407092, 26.027847510800264)",Not Functioning
WP272,Lake,Contaminated,37.0,23000.0,1993.0,Red Cross,Free,31.0,Motorized Pump,"(-18.79964383165376, 28.383999870456964)",Not Functioning
,,Clean,46.0,23000.0,1991.0,USAID,Free,33.0,Solar Pump,"(-19.23032064333696, 27.41868410536246)",Not Functioning
WP274,Well,Contaminated,36.0,19000.0,1999.0,Red Cross,,25.0,Solar Pump,,Not Functioning
,Well,Contaminated,41.0,25000.0,2014.0,,,10.0,Solar Pump,"(-22.188402517798757, 25.265819741295097)",Not Functioning
WP276,River,Clean,41.0,25000.0,2004.0,USAID,Free,20.0,Motorized Pump,"(-23.013224305932223, 24.699406446200364)",Not Functioning
WP277,Well,Contaminated,35.0,21000.0,2001.0,Red Cross,Free,23.0,Solar Pump,"(-19.034201824698492, 26.958604663911345)",Not Functioning
WP278,Well,Contaminated,43.0,25000.0,2006.0,USAID,Free,,Motorized Pump,"(-18.644922438771548, 25.663602593031854)",Not Functioning
WP279,Well,Contaminated,38.0,22000.0,1993.0,Red Cross,Free,31.0,Motorized Pump,,Not Functioning
WP280,Well,Contaminated,,22000.0,2015.0,Oxfam,,9.0,Motorized Pump,"(-23.354146539123303, 22.724272934256128)",
,Well,Contaminated,,25000.0,2017.0,USAID,Free,7.0,Solar Pump,,Not Functioning
WP282,Lake,Clean,39.0,22000.0,1995.0,USAID,,29.0,Motorized Pump,"(-18.107473417271535, 27.741822455410013)",Not Functioning
WP283,Lake,Contaminated,,21000.0,2017.0,Red Cross,Free,7.0,Solar Pump,"(-22.58417217469958, 20.936153214992952)",
WP284,Well,,51.0,23000.0,2006.0,Red Cross,Free,,Hand Pump,"(-21.194899448008506, 23.239039377609437)",Functioning
WP285,,Clean,40.0,25000.0,2017.0,Oxfam,Free,,Motorized Pump,"(-23.148431133752712, 22.191544262343584)",Not Functioning
WP286,Well,Contaminated,42.0,25000.0,2013.0,,Free,11.0,Solar Pump,"(-19.01257144314232, 26.79579318629179)",Not Functioning
WP287,Well,,,23000.0,2013.0,USAID,Pay per use,11.0,Solar Pump,"(-21.84373490861702, 25.379171669976486)",Not Functioning
WP288,,Contaminated,27.0,28000.0,2007.0,Red Cross,,17.0,Hand Pump,"(-21.57407115843623, 23.597842133366917)",Not Functioning
WP289,Well,Contaminated,41.0,26000.0,2017.0,,,7.0,Solar Pump,"(-21.56719499770838, 19.516233652226237)",
WP290,Well,Clean,,26000.0,1992.0,USAID,Free,32.0,Hand Pump,,Not Functioning
WP291,Well,Contaminated,33.0,24000.0,2005.0,USAID,Free,,Motorized Pump,"(-21.39373299693541, 23.2409679626194)",Functioning
WP292,Lake,Contaminated,,25000.0,2006.0,,Free,,Motorized Pump,"(-23.539395794653267, 26.792437483739253)",Not Functioning
WP293,Borehole,Contaminated,39.0,21000.0,2013.0,Red Cross,Pay per use,11.0,,"(-18.2174929705238, 27.46749038742366)",Not Functioning
WP294,,Contaminated,33.0,20000.0,2019.0,Red Cross,Free,5.0,,"(-23.35907968100082, 27.772176128725956)",Not Functioning
,Well,Contaminated,38.0,28000.0,1992.0,Red Cross,,32.0,Motorized Pump,"(-21.17005634254111, 21.70660121148918)",Not Functioning
WP296,Borehole,Contaminated,,25000.0,2006.0,,Free,,,"(-21.41177131607949, 21.760823828972228)",Functioning
WP297,Borehole,Clean,,20000.0,1999.0,Red Cross,,25.0,Solar Pump,"(-20.753173055005057, 27.79437093644018)",Not Functioning
WP298,Well,Contaminated,,22000.0,2001.0,,Free,23.0,Motorized Pump,"(-23.35147828740647, 20.506031990947488)",Not Functioning
WP299,Well,Clean,41.0,21000.0,2017.0,Red Cross,Free,7.0,Solar Pump,"(-21.23308558553105, 26.900728269609353)",Not Functioning
WP300,Well,Contaminated,46.0,21000.0,,Red Cross,Free,20.0,Solar Pump,"(-19.713909307361213, 25.846689229220033)",Not Functioning
WP301,Well,Contaminated,49.0,21000.0,,Red Cross,Free,5.0,Solar Pump,"(-22.40100605271728, 22.739390793019076)",Not Functioning
WP302,,Contaminated,34.0,25000.0,1999.0,Red Cross,Pay per use,25.0,Motorized Pump,"(-18.134259881550335, 24.231520134203425)",Not Functioning
WP303,Well,,36.0,26000.0,2018.0,Red Cross,Free,6.0,Motorized Pump,"(-19.04174372219984, 24.049093397799638)",Not Functioning
WP304,Well,Clean,49.0,22000.0,,,Free,10.0,,"(-20.741924888112965, 27.80319873603607)",Not Functioning
WP305,,Contaminated,37.0,27000.0,2001.0,USAID,Free,23.0,Motorized Pump,"(-19.063942859951226, 25.10427921799456)",Not Functioning
WP306,Well,Clean,58.0,23000.0,2012.0,Oxfam,Pay per use,12.0,Hand Pump,"(-21.917377294300596, 21.802424601318325)",Functioning
WP307,,,37.0,27000.0,,UNICEF,Free,33.0,Solar Pump,,Functioning
WP308,,,51.0,24000.0,2016.0,Oxfam,Pay per use,8.0,Solar Pump,"(-19.509178753187694, 26.279120497845163)",Not Functioning
WP309,Well,Contaminated,,26000.0,2000.0,Red Cross,,24.0,Solar Pump,"(-21.868388464817862, 26.028380736073174)",Not Functioning
WP310,Well,,49.0,27000.0,2009.0,Red Cross,Pay per use,,Solar Pump,"(-22.38965055952358, 24.3830482328847)",Not Functioning
WP311,Well,Contaminated,48.0,27000.0,,Red Cross,Free,13.0,,"(-20.788123272218904, 25.914241144018206)",
WP312,River,Contaminated,41.0,21000.0,2016.0,USAID,Free,8.0,Motorized Pump,"(-20.680294170480845, 24.88383880584479)",
WP313,Well,Clean,39.0,26000.0,2001.0,,Pay per use,23.0,Motorized Pump,"(-18.243083182529894, 26.82213968799309)",Functioning
WP314,,Contaminated,51.0,20000.0,1994.0,Red Cross,Free,,Motorized Pump,"(-21.59481671116242, 24.710850328183668)",Functioning
WP315,,Clean,46.0,21000.0,2007.0,USAID,Pay per use,17.0,Motorized Pump,"(-19.726899820967617, 26.014862458707334)",Not Functioning
WP316,Lake,Contaminated,50.0,,2008.0,USAID,Free,16.0,Motorized Pump,"(-23.23006862374608, 24.122228855931965)",Not Functioning
WP317,Lake,Contaminated,,23000.0,2020.0,Red Cross,Free,4.0,Solar Pump,"(-22.43528651875086, 21.89553070829469)",Not Functioning
WP318,Lake,Clean,49.0,24000.0,2017.0,USAID,Pay per use,7.0,Motorized Pump,"(-19.996373420491867, 25.819130182788665)",Not Functioning
WP319,Lake,Contaminated,35.0,24000.0,1996.0,Oxfam,Free,,Solar Pump,"(-19.487537243767083, 28.137585415504507)",Not Functioning
WP320,Well,,35.0,19000.0,1998.0,USAID,Free,26.0,Hand Pump,"(-20.816673865410227, 22.319156449353812)",Not Functioning
,Lake,Contaminated,45.0,23000.0,,Oxfam,Free,18.0,Motorized Pump,"(-18.31123159546315, 24.007767537988425)",Not Functioning
,Borehole,Contaminated,38.0,26000.0,,Red Cross,Pay per use,,,,Not Functioning
WP323,Well,Clean,50.0,24000.0,2005.0,Red Cross,Free,19.0,Motorized Pump,,Not Functioning
WP324,Lake,Contaminated,36.0,25000.0,2008.0,Red Cross,Free,16.0,Motorized Pump,"(-18.62281893936393, 24.284687349843963)",Not Functioning
WP325,,Contaminated,35.0,21000.0,2000.0,Red Cross,Free,24.0,Solar Pump,"(-20.135259443958585, 26.916863661633897)",Not Functioning
WP326,Well,Contaminated,35.0,23000.0,2009.0,Red Cross,Free,15.0,Motorized Pump,"(-18.510752156736963, 20.89445594144843)",Not Functioning
WP327,Well,Contaminated,48.0,27000.0,1990.0,USAID,,34.0,Hand Pump,,Functioning
WP328,Well,Clean,50.0,23000.0,2005.0,,Free,,Solar Pump,"(-22.206672606554044, 22.23252798780805)",Not Functioning
WP329,Well,Contaminated,44.0,24000.0,,Red Cross,Pay per use,,Solar Pump,"(-23.260731754377055, 26.68321840108939)",Not Functioning
,,,49.0,27000.0,2003.0,Red Cross,Free,21.0,Motorized Pump,"(-23.91877534090275, 19.456871913742592)",Not Functioning
,,Contaminated,,28000.0,2001.0,USAID,Free,23.0,Motorized Pump,"(-20.61645994289092, 21.137173307791954)",Not Functioning
WP332,Well,Clean,32.0,26000.0,2001.0,,Free,23.0,,"(-20.96875487001242, 26.485321032514538)",Not Functioning
WP333,Well,,49.0,25000.0,,Red Cross,Pay per use,13.0,Hand Pump,"(-21.985816313934972, 19.06387569263736)",Functioning
WP334,Well,Clean,53.0,22000.0,2008.0,Red Cross,Pay per use,16.0,Solar Pump,"(-23.77719864950612, 20.401470223769245)",Not Functioning
WP335,Borehole,Contaminated,41.0,22000.0,1995.0,Oxfam,Free,29.0,,"(-21.165807114949374, 24.98890279624388)",Not Functioning
WP336,Well,Contaminated,40.0,23000.0,2014.0,USAID,Pay per use,,,,
WP337,Lake,Clean,50.0,28000.0,1998.0,Red Cross,,26.0,Motorized Pump,"(-20.61698128253435, 20.637616331324256)",Not Functioning
WP338,Borehole,Contaminated,42.0,23000.0,2005.0,,Pay per use,19.0,Motorized Pump,,Functioning
WP339,Borehole,Contaminated,40.0,21000.0,2017.0,USAID,Free,7.0,Solar Pump,"(-18.925331581335097, 26.0129628196893)",Not Functioning
WP340,River,Contaminated,46.0,25000.0,,USAID,Free,11.0,Motorized Pump,,
,Lake,Contaminated,30.0,23000.0,2016.0,Oxfam,Free,8.0,Motorized Pump,"(-17.611569813084266, 25.21126776488636)",Not Functioning
,Well,Contaminated,47.0,24000.0,1998.0,Red Cross,Pay per use,26.0,Solar Pump,"(-19.047715103839653, 23.546158331160342)",Not Functioning
WP343,Well,Contaminated,36.0,15000.0,2018.0,,Free,6.0,,"(-22.71113034233923, 21.345331856821687)",Not Functioning
WP344,,Contaminated,,22000.0,1999.0,Red Cross,Free,25.0,Motorized Pump,"(-22.780542276895623, 21.998235089887757)",Not Functioning
,Lake,Contaminated,46.0,26000.0,2020.0,USAID,,4.0,Motorized Pump,"(-20.581117434287734, 23.30505652333686)",Not Functioning
WP346,Well,Contaminated,42.0,23000.0,1992.0,,Free,32.0,Motorized Pump,"(-21.596524772926642, 21.396108459608627)",Not Functioning
,Lake,Contaminated,48.0,21000.0,1998.0,USAID,,,Motorized Pump,"(-22.89054821582792, 21.172564874820527)",Not Functioning
WP348,Well,Contaminated,34.0,27000.0,2014.0,Red Cross,,10.0,,"(-22.406578007790827, 28.191036290453866)",Not Functioning
,Well,Contaminated,46.0,25000.0,,Oxfam,Pay per use,12.0,Motorized Pump,,Functioning
WP350,,Clean,37.0,18000.0,1990.0,Oxfam,Free,34.0,Motorized Pump,,Not Functioning
WP351,Lake,Contaminated,41.0,22000.0,1990.0,,Free,34.0,Motorized Pump,"(-22.643834087557057, 22.63016593935195)",Not Functioning
,,Contaminated,25.0,27000.0,2014.0,USAID,Free,10.0,Motorized Pump,"(-21.132166622245297, 26.02475972970084)",Not Functioning
WP353,Well,Contaminated,53.0,,2009.0,USAID,Free,15.0,Solar Pump,"(-21.405268409699463, 22.98984978860006)",Not Functioning
WP354,Well,Clean,39.0,,2017.0,Oxfam,Free,7.0,,"(-21.224504706861744, 19.235945202432056)",Functioning
WP355,Well,Clean,37.0,23000.0,2017.0,USAID,Free,7.0,Motorized Pump,"(-22.425690209397317, 21.88387753366018)",Not Functioning
WP356,Well,Clean,43.0,23000.0,,Red Cross,Pay per use,27.0,,"(-17.773391118637832, 26.709110231948106)",
WP357,Borehole,Contaminated,39.0,27000.0,1991.0,Red Cross,Pay per use,33.0,Motorized Pump,"(-20.47627085158688, 22.570966716519653)",
WP358,Well,Contaminated,30.0,17000.0,2003.0,Red Cross,Free,21.0,Motorized Pump,"(-20.538940085324317, 24.66445898830313)",Not Functioning
WP359,Well,Clean,,24000.0,1995.0,Oxfam,,29.0,Hand Pump,"(-22.993399865259164, 21.40991609335221)",Functioning
WP360,Lake,Clean,45.0,22000.0,,Red Cross,,16.0,Motorized Pump,"(-22.101735330604082, 25.331393211998567)",Not Functioning
WP361,,,36.0,25000.0,1995.0,Red Cross,Free,,Motorized Pump,"(-23.370602665865306, 26.572350731791822)",Not Functioning
WP362,Well,Contaminated,41.0,23000.0,2004.0,USAID,Free,,Solar Pump,,Functioning
,River,,,28000.0,1992.0,Oxfam,Free,32.0,Motorized Pump,"(-23.141221244997453, 27.870107468778638)",
WP364,Well,Contaminated,39.0,20000.0,2011.0,USAID,Pay per use,13.0,Motorized Pump,"(-18.719586849711256, 21.194673134537037)",Functioning
WP365,,,46.0,24000.0,,USAID,Free,23.0,Motorized Pump,,Not Functioning
WP366,Lake,Contaminated,37.0,25000.0,1990.0,USAID,Pay per use,34.0,Motorized Pump,"(-23.935856866091246, 26.932258978008466)",Not Functioning
WP367,Well,,47.0,21000.0,1995.0,Red Cross,Pay per use,29.0,Motorized Pump,"(-23.375447820579375, 20.749666468619083)",Not Functioning
WP368,Well,,43.0,26000.0,2014.0,USAID,Free,10.0,,"(-18.511165275669086, 26.5537595775264)",Not Functioning
WP369,Well,Contaminated,35.0,25000.0,2008.0,UNICEF,,16.0,Motorized Pump,"(-20.15615412114261, 27.772439781114553)",Functioning
WP370,Well,Contaminated,47.0,23000.0,2003.0,USAID,Pay per use,21.0,Motorized Pump,"(-18.974740509763212, 26.41358423100727)",Not Functioning
,,Contaminated,52.0,24000.0,,,Pay per use,18.0,Motorized Pump,"(-21.693595957039868, 21.158278566287706)",Functioning
WP372,Well,Clean,33.0,29000.0,2015.0,Red Cross,Free,9.0,Hand Pump,,Not Functioning
WP373,Well,Clean,39.0,25000.0,2016.0,Red Cross,Free,8.0,Solar Pump,"(-18.736676626492848, 24.232865943528356)",Not Functioning
WP374,Well,Contaminated,33.0,18000.0,2000.0,Red Cross,Pay per use,24.0,Motorized Pump,"(-18.169254792591765, 28.210519691609242)",Not Functioning
WP375,Well,Contaminated,46.0,,2010.0,USAID,Free,14.0,Motorized Pump,"(-22.920773805519154, 20.346116284353872)",Functioning
WP376,Well,Contaminated,36.0,28000.0,,Red Cross,Free,21.0,Motorized Pump,"(-22.754205641928536, 19.891714264790828)",Functioning
WP377,,Contaminated,42.0,,2019.0,Red Cross,Pay per use,5.0,,"(-22.92889783302201, 21.32361205805572)",Not Functioning
WP378,Well,Clean,43.0,25000.0,2002.0,Red Cross,Free,22.0,Motorized Pump,"(-21.712822845356563, 27.12464129455011)",Not Functioning
WP379,Well,,35.0,24000.0,2004.0,,Free,20.0,Motorized Pump,"(-21.01843853549118, 26.425982224694877)",Not Functioning
WP380,Well,,40.0,20000.0,2019.0,USAID,Pay per use,5.0,Hand Pump,"(-20.069337284851734, 24.26295493780924)",Functioning
